hub_state,hub_city,city,state,latitude,longitude,distance_miles,pickup_count
MI,Grand Rapids,Bloomingdale,MI,42.3833,-85.959,42.83,0
MI,Grand Rapids,Byron Center,MI,42.8121,-85.7279,10.97,5
MI,Grand Rapids,Caledonia,MI,42.7945,-85.5153,13.59,2
MI,Grand Rapids,Cedar Springs,MI,43.2201,-85.5535,18.58,3
MI,Grand Rapids,Comstock Park,MI,43.0438,-85.6778,5.76,0
MI,Grand Rapids,Coopersville,MI,43.0658,-85.9341,15.77,2
MI,Grand Rapids,Crystal,MI,43.2642,-84.9276,42.27,2
MI,Grand Rapids,Fremont,MI,43.4633,-85.9537,37.74,1
MI,Grand Rapids,Galesburg,MI,42.2911,-85.4182,47.9,0
MI,Grand Rapids,Grand Haven,MI,43.0553,-86.2201,29.21,5
MI,Grand Rapids,Grand Ledge,MI,42.7534,-84.7448,48.36,0
MI,Grand Rapids,Grand Rapids,MI,42.9619,-85.6562,0.0,55
MI,Grand Rapids,Grandville,MI,42.9004,-85.7564,6.61,6
MI,Grand Rapids,Greenville,MI,43.1797,-85.2534,25.29,1
MI,Grand Rapids,Hastings,MI,42.6498,-85.2886,28.5,1
MI,Grand Rapids,Holland,MI,42.7677,-86.0984,26.11,24
MI,Grand Rapids,Hudsonville,MI,42.8632,-85.8627,12.48,2
MI,Grand Rapids,Ionia,MI,42.9773,-85.0727,29.52,0
MI,Grand Rapids,Jenison,MI,42.9063,-85.8269,9.45,1
MI,Grand Rapids,Kalamazoo,MI,42.2749,-85.5882,47.59,6
MI,Grand Rapids,Kent City,MI,43.2202,-85.7539,18.52,0
MI,Grand Rapids,Kentwood,MI,42.8852,-85.5926,6.2,14
MI,Grand Rapids,Lowell,MI,42.9351,-85.3457,15.81,1
MI,Grand Rapids,Martin,MI,42.537,-85.6389,29.37,1
MI,Grand Rapids,Montague,MI,43.4128,-86.3636,47.33,0
MI,Grand Rapids,Mulliken,MI,42.763,-84.8963,40.86,0
MI,Grand Rapids,Muskegon,MI,43.2281,-86.2562,35.42,3
MI,Grand Rapids,Newaygo,MI,43.4162,-85.8031,32.25,0
MI,Grand Rapids,Norton Shores,MI,43.1621,-86.2519,33.1,1
MI,Grand Rapids,Parchment,MI,42.3277,-85.5667,44.05,27
MI,Grand Rapids,Pewamo,MI,43.002,-84.8473,40.98,0
MI,Grand Rapids,Plainwell,MI,42.4457,-85.6435,35.67,2
MI,Grand Rapids,Portland,MI,42.8697,-84.8991,38.84,0
MI,Grand Rapids,Ravenna,MI,43.1888,-85.9415,21.29,1
MI,Grand Rapids,Richland,MI,42.3762,-85.4553,41.74,0
MI,Grand Rapids,Rockford,MI,43.1267,-85.5582,12.42,1
MI,Grand Rapids,South Haven,MI,42.4011,-86.2677,49.66,2
MI,Grand Rapids,Sparta,MI,43.1571,-85.7106,13.76,12
MI,Grand Rapids,Spring Lake,MI,43.0733,-86.1944,28.26,7
MI,Grand Rapids,Stanwood,MI,43.5805,-85.4481,44.0,20
MI,Grand Rapids,Sunfield,MI,42.7612,-84.9952,36.23,10
MI,Grand Rapids,Walker,MI,42.9853,-85.7446,4.75,3
MI,Grand Rapids,Wayland,MI,42.6725,-85.6408,20.01,2
MI,Grand Rapids,White Cloud,MI,43.5541,-85.772,41.33,8
MI,Grand Rapids,Wyoming,MI,42.8908,-85.7066,5.53,7
MI,Grand Rapids,Zeeland,MI,42.8139,-86.0129,20.75,3
MN,Minneapolis,Anoka,MN,45.2099,-93.3893,18.03,1
MN,Minneapolis,Arden Hills,MN,45.0721,-93.167,8.97,1
MN,Minneapolis,Becker,MN,45.3824,-93.8772,41.46,0
MN,Minneapolis,Big Lake,MN,45.3417,-93.7434,34.93,0
MN,Minneapolis,Blaine,MN,45.1696,-93.2077,14.54,1
MN,Minneapolis,Bloomington,MN,44.8306,-93.3151,9.47,0
MN,Minneapolis,Brooklyn Park,MN,45.1112,-93.3505,10.97,2
MN,Minneapolis,Burnsville,MN,44.7648,-93.2793,13.74,1
MN,Minneapolis,Cambridge,MN,45.5612,-93.2283,41.34,0
MN,Minneapolis,Centerville,MN,45.164,-93.054,17.34,1
MN,Minneapolis,Chanhassen,MN,44.8546,-93.5621,16.25,1
MN,Minneapolis,Chaska,MN,44.8164,-93.6091,19.56,0
MN,Minneapolis,Circle Pines,MN,45.1409,-93.1505,13.53,1
MN,Minneapolis,Coon Rapids,MN,45.1755,-93.3094,14.79,0
MN,Minneapolis,Cottage Grove,MN,44.8161,-92.9274,19.53,1
MN,Minneapolis,Eagan,MN,44.817,-93.1638,11.33,5
MN,Minneapolis,Eden Prairie,MN,44.8488,-93.4595,12.28,1
MN,Minneapolis,Elk River,MN,45.3314,-93.567,29.3,4
MN,Minneapolis,Faribault,MN,44.2996,-93.2789,45.87,2
MN,Minneapolis,Fridley,MN,45.0841,-93.2595,8.34,0
MN,Minneapolis,Glencoe,MN,44.7699,-94.151,45.27,0
MN,Minneapolis,Golden Valley,MN,44.9901,-93.3591,4.83,0
MN,Minneapolis,Hastings,MN,44.7318,-92.8538,25.84,1
MN,Minneapolis,Inver Grove Heights,MN,44.8247,-93.0596,13.99,0
MN,Minneapolis,Jordan,MN,44.6648,-93.6351,27.39,1
MN,Minneapolis,Lakeville,MN,44.6774,-93.252,19.78,3
MN,Minneapolis,Loretto,MN,45.0548,-93.6353,19.03,0
MN,Minneapolis,Maple Grove,MN,45.1089,-93.4626,13.83,2
MN,Minneapolis,Maple Plain,MN,45.0088,-93.6618,19.51,0
MN,Minneapolis,Mendota Heights,MN,44.8815,-93.14,8.44,0
MN,Minneapolis,Minneapolis,MN,44.9635,-93.2678,0.0,21
MN,Minneapolis,Montgomery,MN,44.445,-93.5797,38.96,2
MN,Minneapolis,Monticello,MN,45.2991,-93.7996,34.78,0
MN,Minneapolis,Mounds View,MN,45.1071,-93.2076,10.35,0
MN,Minneapolis,New Brighton,MN,45.0658,-93.206,7.69,0
MN,Minneapolis,New Hope,MN,45.0375,-93.3869,7.75,2
MN,Minneapolis,Newport,MN,44.8743,-92.9975,14.59,0
MN,Minneapolis,North Branch,MN,45.5137,-92.9601,40.86,1
MN,Minneapolis,Northfield,MN,44.455,-93.1698,35.46,0
MN,Minneapolis,Otsego,MN,45.266,-93.6201,27.05,0
MN,Minneapolis,Plymouth,MN,45.0225,-93.4617,10.31,2
MN,Minneapolis,Prior Lake,MN,44.7246,-93.4419,18.58,0
MN,Minneapolis,Red Wing,MN,44.5817,-92.6036,41.92,0
MN,Minneapolis,Rockford,MN,45.092,-93.7453,24.95,1
MN,Minneapolis,Rogers,MN,45.1865,-93.5783,21.61,2
MN,Minneapolis,Rosemount,MN,44.7466,-93.0661,17.95,1
MN,Minneapolis,Roseville,MN,45.0155,-93.1545,6.6,3
MN,Minneapolis,Savage,MN,44.7545,-93.3632,15.18,0
MN,Minneapolis,Shakopee,MN,44.7745,-93.4772,16.6,14
MN,Minneapolis,White Bear Lake,MN,45.0656,-93.015,14.22,2
MN,Minneapolis,Winsted,MN,44.9574,-94.0498,38.23,1
MN,Minneapolis,Woodbury,MN,44.9057,-92.923,17.33,1
MO,St. Louis,Arnold,MO,38.4297,-90.3733,15.84,2
MO,St. Louis,Ballwin,MO,38.595,-90.55,16.7,0
MO,St. Louis,Barnhart,MO,38.336,-90.4046,22.44,0
MO,St. Louis,Brentwood,MO,38.6194,-90.3475,5.64,0
MO,St. Louis,Bridgeton,MO,38.7673,-90.4275,13.38,5
MO,St. Louis,Chesterfield,MO,38.6589,-90.5803,18.16,2
MO,St. Louis,De Soto,MO,38.141,-90.5609,38.23,0
MO,St. Louis,Des Peres,MO,38.5973,-90.448,11.27,0
MO,St. Louis,Fenton,MO,38.5279,-90.4488,13.29,4
MO,St. Louis,Hazelwood,MO,38.7931,-90.3899,13.38,9
MO,St. Louis,Kinloch,MO,38.7384,-90.3249,8.29,0
MO,St. Louis,Maryland Heights,MO,38.7189,-90.4749,13.66,2
MO,St. Louis,Moscow Mills,MO,38.94,-90.9254,42.24,2
MO,St. Louis,Overland,MO,38.6966,-90.3689,7.89,1
MO,St. Louis,Pacific,MO,38.4809,-90.754,29.51,1
MO,St. Louis,Pevely,MO,38.2867,-90.3988,25.52,3
MO,St. Louis,St. Louis,MO,38.6359,-90.2451,0.0,50
MO,St. Louis,St. Peters,MO,38.7825,-90.6061,21.94,4
MO,St. Louis,Ste. Genevieve,MO,37.9755,-90.0477,46.87,1
MO,St. Louis,Troy,MO,38.9708,-90.9714,45.44,0
MO,St. Louis,Union,MO,38.4399,-90.9927,42.61,1
MO,St. Louis,Valley Park,MO,38.5513,-90.4923,14.57,1
MO,St. Louis,Washington,MO,38.5515,-91.0154,42.0,3
MO,St. Louis,Weldon Spring,MO,38.7119,-90.6513,22.53,0
MO,St. Louis,Wentzville,MO,38.8153,-90.8669,35.74,2
MO,St. Louis,Winfield,MO,38.9928,-90.7456,36.53,1
MO,St. Louis,Wright City,MO,38.8341,-91.0399,44.97,5
MS,Olive Branch,Batesville,MS,34.3148,-89.9249,44.87,0
MS,Olive Branch,Byhalia,MS,34.869,-89.689,10.97,7
MS,Olive Branch,Crenshaw,MS,34.5047,-90.1946,37.2,1
MS,Olive Branch,Hernando,MS,34.85,-89.9921,11.25,1
MS,Olive Branch,Holly Springs,MS,34.7768,-89.4466,26.02,1
MS,Olive Branch,Horn Lake,MS,34.9512,-90.0501,11.53,6
MS,Olive Branch,Olive Branch,MS,34.961,-89.8469,0.0,39
MS,Olive Branch,Oxford,MS,34.3627,-89.5336,45.01,3
MS,Olive Branch,Senatobia,MS,34.6081,-89.9762,25.46,4
MS,Olive Branch,Southaven,MS,34.9514,-89.9786,7.49,21
MS,Olive Branch,Tunica,MS,34.6881,-90.3809,35.68,1
MS,Olive Branch,Walls,MS,34.9257,-90.1604,17.92,1
MT,Billings,Billings,MT,45.7891,-108.5526,0.0,0
NC,Charlotte,Albemarle,NC,35.3594,-80.1915,37.51,9
NC,Charlotte,Ansonville,NC,35.1041,-80.1097,41.34,2
NC,Charlotte,Badin,NC,35.4071,-80.1184,42.43,1
NC,Charlotte,Belmont,NC,35.2212,-81.0401,11.88,81
NC,Charlotte,Bessemer City,NC,35.284,-81.2828,26.06,12
NC,Charlotte,Catawba,NC,35.7095,-81.0668,37.1,17
NC,Charlotte,Charlotte,NC,35.2083,-80.8303,0.0,2902
NC,Charlotte,Cherryville,NC,35.3844,-81.3781,33.2,23
NC,Charlotte,China Grove,NC,35.572,-80.5791,28.84,2
NC,Charlotte,Claremont,NC,35.7104,-81.1532,39.16,51
NC,Charlotte,Cleveland,NC,35.7331,-80.6817,37.21,4
NC,Charlotte,Concord,NC,35.3933,-80.6369,16.8,384
NC,Charlotte,Conover,NC,35.7154,-81.2174,41.26,120
NC,Charlotte,Cornelius,NC,35.4724,-80.8813,18.47,2
NC,Charlotte,Crouse,NC,35.4214,-81.3027,30.43,0
NC,Charlotte,Dallas,NC,35.3169,-81.183,21.27,66
NC,Charlotte,Davidson,NC,35.484,-80.8247,19.05,0
NC,Charlotte,Denver,NC,35.5344,-81.034,25.29,7
NC,Charlotte,East Spencer,NC,35.6816,-80.4228,39.94,2
NC,Charlotte,Fairview,NC,35.1545,-80.5345,17.11,0
NC,Charlotte,Gastonia,NC,35.2494,-81.1854,20.24,81
NC,Charlotte,Gold Hill,NC,35.5254,-80.3452,35.03,5
NC,Charlotte,Granite Quarry,NC,35.6131,-80.4489,35.26,0
NC,Charlotte,Grover,NC,35.1735,-81.452,35.19,20
NC,Charlotte,Harrisburg,NC,35.3125,-80.6485,12.53,12
NC,Charlotte,Hickory,NC,35.741,-81.3223,46.05,312
NC,Charlotte,Hildebran,NC,35.7182,-81.421,48.44,12
NC,Charlotte,Huntersville,NC,35.406,-80.8716,13.86,147
NC,Charlotte,Indian Trail,NC,35.0699,-80.6452,14.17,8
NC,Charlotte,Iron Station,NC,35.4515,-81.1568,24.92,4
NC,Charlotte,Kannapolis,NC,35.4764,-80.6408,21.38,13
NC,Charlotte,Kings Mountain,NC,35.2349,-81.3501,29.4,82
NC,Charlotte,Kingstown,NC,35.3621,-81.6201,45.79,1
NC,Charlotte,Landis,NC,35.5477,-80.6113,26.5,5
NC,Charlotte,Lawndale,NC,35.4142,-81.563,43.69,26
NC,Charlotte,Lincolnton,NC,35.4748,-81.2386,29.47,164
NC,Charlotte,Locust,NC,35.2688,-80.4369,22.59,0
NC,Charlotte,Lowell,NC,35.2688,-81.1013,15.85,2
NC,Charlotte,Maiden,NC,35.5845,-81.224,34.17,12
NC,Charlotte,Marshville,NC,34.9865,-80.3685,30.27,16
NC,Charlotte,Matthews,NC,35.1195,-80.7101,9.15,11
NC,Charlotte,Mcadenville,NC,35.2652,-81.0805,14.66,1
NC,Charlotte,Midland,NC,35.245,-80.5212,17.63,12
NC,Charlotte,Mint Hill,NC,35.1783,-80.6528,10.23,10
NC,Charlotte,Monroe,NC,35.0063,-80.5596,20.71,214
NC,Charlotte,Mooresboro,NC,35.2992,-81.6986,49.39,272
NC,Charlotte,Mooresville,NC,35.5847,-80.8266,26.01,1152
NC,Charlotte,Mount Gilead,NC,35.2163,-80.005,46.59,11
NC,Charlotte,Mount Holly,NC,35.3136,-81.0073,12.36,25
NC,Charlotte,Mount Pleasant,NC,35.3771,-80.4503,24.4,0
NC,Charlotte,New London,NC,35.4348,-80.2198,37.81,58
NC,Charlotte,Newton,NC,35.663,-81.2335,38.76,122
NC,Charlotte,Norwood,NC,35.2337,-80.1147,40.43,0
NC,Charlotte,Oakboro,NC,35.2283,-80.3339,28.05,14
NC,Charlotte,Peachland,NC,34.9931,-80.266,35.19,3
NC,Charlotte,Pineville,NC,35.0864,-80.8915,9.1,1538
NC,Charlotte,Polkton,NC,35.0031,-80.1963,38.54,0
NC,Charlotte,Richfield,NC,35.4716,-80.2586,37.0,0
NC,Charlotte,Rockwell,NC,35.5538,-80.407,33.74,3
NC,Charlotte,Salisbury,NC,35.6658,-80.4905,36.95,138
NC,Charlotte,Shelby,NC,35.2904,-81.5451,40.73,659
NC,Charlotte,Stallings,NC,35.1088,-80.6598,11.83,0
NC,Charlotte,Stanfield,NC,35.2337,-80.4303,22.65,0
NC,Charlotte,Stanley,NC,35.3552,-81.0938,18.0,79
NC,Charlotte,Statesville,NC,35.7842,-80.8713,39.86,206
NC,Charlotte,Stony Point,NC,35.8669,-81.047,47.11,0
NC,Charlotte,Troutman,NC,35.6873,-80.883,33.23,14
NC,Charlotte,Unionville,NC,35.0716,-80.5173,20.05,0
NC,Charlotte,Waco,NC,35.3622,-81.4287,35.39,0
NC,Charlotte,Wadesboro,NC,34.9645,-80.0746,45.93,36
NC,Charlotte,Waxhaw,NC,34.9363,-80.7439,19.42,5
NC,Charlotte,Wingate,NC,34.9859,-80.448,26.52,0
ND,Carrington,Carrington,ND,47.452,-99.1307,0.0,0
NE,Omaha,Colon,NE,41.2981,-96.6069,28.87,1
NE,Omaha,La Vista,NE,41.1816,-96.0664,5.65,0
NE,Omaha,Lincoln,NE,40.8099,-96.6784,45.18,1
NE,Omaha,Offutt AFB,NE,41.1207,-95.9209,11.97,1
NE,Omaha,Omaha,NE,41.2627,-96.0529,0.0,4
NE,Omaha,Valley,NE,41.3148,-96.3566,16.17,0
NH,Concord,Claremont,NH,43.379,-72.3368,40.41,0
NH,Concord,Concord,NH,43.2305,-71.5595,0.0,16
NH,Concord,Dover,NH,43.1887,-70.8845,34.11,2
NH,Concord,Franklin,NH,43.4499,-71.6691,16.13,2
NH,Concord,Keene,NH,42.9494,-72.2998,42.1,0
NH,Concord,Laconia,NH,43.5725,-71.4775,23.99,0
NH,Concord,Lebanon,NH,43.6353,-72.2531,44.65,0
NH,Concord,Manchester,NH,42.9848,-71.4447,17.94,6
NH,Concord,Nashua,NH,42.7491,-71.491,33.44,6
NH,Concord,North Walpole,NH,43.1467,-72.4458,45.02,0
NH,Concord,Portsmouth,NH,43.058,-70.7826,40.94,0
NH,Concord,Rochester,NH,43.299,-70.9787,29.6,3
NH,Concord,Somersworth,NH,43.2534,-70.8856,33.96,0
NJ,Newark,Allendale,NJ,41.0332,-74.1333,21.43,5
NJ,Newark,Allentown,NJ,40.1778,-74.5873,43.62,0
NJ,Newark,Asbury,NJ,40.7003,-75.0121,44.0,1
NJ,Newark,Asbury Park,NJ,40.2226,-74.0119,35.69,0
NJ,Newark,Avenel,NJ,40.5842,-74.2716,11.0,45
NJ,Newark,Bayonne,NJ,40.6668,-74.1158,4.97,26
NJ,Newark,Bergenfield,NJ,40.9236,-73.9982,16.5,0
NJ,Newark,Bloomsbury,NJ,40.6537,-75.084,48.0,0
NJ,Newark,Bogota,NJ,40.8751,-74.0293,12.82,1
NJ,Newark,Bound Brook,NJ,40.5676,-74.5383,22.03,3
NJ,Newark,Budd Lake,NJ,40.8733,-74.7375,31.29,9
NJ,Newark,Butler,NJ,40.999,-74.3472,21.05,0
NJ,Newark,Califon,NJ,40.7193,-74.8371,34.8,0
NJ,Newark,Carlstadt,NJ,40.8247,-74.0613,9.04,20
NJ,Newark,Carteret,NJ,40.5849,-74.2284,10.08,53
NJ,Newark,Clifton,NJ,40.863,-74.1575,9.6,17
NJ,Newark,Closter,NJ,40.9733,-73.9604,20.45,3
NJ,Newark,Cranford,NJ,40.6548,-74.3053,8.46,6
NJ,Newark,Cream Ridge,NJ,40.1326,-74.5348,45.12,3
NJ,Newark,Dayton,NJ,40.3768,-74.5112,29.89,194
NJ,Newark,Dover,NJ,40.8859,-74.5597,23.12,1
NJ,Newark,East Orange,NJ,40.7651,-74.2117,3.48,0
NJ,Newark,East Rutherford,NJ,40.8179,-74.0854,7.9,8
NJ,Newark,Eatontown,NJ,40.2913,-74.0558,30.55,7
NJ,Newark,Edgewater,NJ,40.8237,-73.974,12.44,0
NJ,Newark,Elizabeth,NJ,40.6658,-74.1913,4.17,159
NJ,Newark,Elmwood Park,NJ,40.9049,-74.1201,12.76,44
NJ,Newark,Emerson,NJ,40.9748,-74.024,18.96,0
NJ,Newark,Englewood,NJ,40.8917,-73.9736,15.55,14
NJ,Newark,Englishtown,NJ,40.2971,-74.3607,31.14,2
NJ,Newark,Fair Lawn,NJ,40.9359,-74.1177,14.88,15
NJ,Newark,Fairview,NJ,40.8182,-74.0022,11.01,3
NJ,Newark,Farmingdale,NJ,40.1985,-74.1702,36.34,7
NJ,Newark,Flanders,NJ,40.8412,-74.7102,29.26,9
NJ,Newark,Flemington,NJ,40.5087,-74.8599,39.01,6
NJ,Newark,Fords,NJ,40.5359,-74.3126,14.96,0
NJ,Newark,Fort Lee,NJ,40.8509,-73.9713,13.68,0
NJ,Newark,Frenchtown,NJ,40.5272,-75.0571,48.35,0
NJ,Newark,Garfield,NJ,40.8791,-74.1085,11.19,13
NJ,Newark,Glen Rock,NJ,40.9601,-74.125,16.47,0
NJ,Newark,Great Meadows,NJ,40.877,-74.9034,39.65,0
NJ,Newark,Hackensack,NJ,40.8891,-74.0462,13.15,7
NJ,Newark,Hackettstown,NJ,40.854,-74.8257,35.32,1
NJ,Newark,Haledon,NJ,40.9363,-74.1887,14.66,1
NJ,Newark,Harrison,NJ,40.7431,-74.1531,1.64,9
NJ,Newark,Hasbrouck Heights,NJ,40.8618,-74.0741,10.79,1
NJ,Newark,Hawthorne,NJ,40.9579,-74.1582,16.14,5
NJ,Newark,Hightstown,NJ,40.2686,-74.5253,36.55,4
NJ,Newark,Hillsborough,NJ,40.5069,-74.6523,29.31,7
NJ,Newark,Hoboken,NJ,40.7452,-74.0281,7.69,1
NJ,Newark,Jamesburg,NJ,40.3493,-74.4399,29.48,7
NJ,Newark,Jersey City,NJ,40.7184,-74.0686,5.46,213
NJ,Newark,Kearny,NJ,40.7528,-74.1202,3.36,57
NJ,Newark,Keasbey,NJ,40.5143,-74.3078,16.16,24
NJ,Newark,Kenilworth,NJ,40.6781,-74.289,6.89,7
NJ,Newark,Keyport,NJ,40.4328,-74.2011,20.21,1
NJ,Newark,Lakehurst,NJ,40.0133,-74.3201,49.75,4
NJ,Newark,Lambertville,NJ,40.3687,-74.943,47.34,1
NJ,Newark,Landing,NJ,40.9078,-74.6593,28.43,0
NJ,Newark,Lawrenceville,NJ,40.3018,-74.7378,41.65,10
NJ,Newark,Leonia,NJ,40.8638,-73.99,13.56,5
NJ,Newark,Lincoln Park,NJ,40.9239,-74.3035,15.39,2
NJ,Newark,Linden,NJ,40.6251,-74.2383,7.68,219
NJ,Newark,Little Ferry,NJ,40.8464,-74.0388,10.95,1
NJ,Newark,Little Silver,NJ,40.3357,-74.0346,27.82,0
NJ,Newark,Lodi,NJ,40.8784,-74.0814,11.65,0
NJ,Newark,Long Branch,NJ,40.2965,-73.9915,31.06,1
NJ,Newark,Madison,NJ,40.7586,-74.4169,13.01,0
NJ,Newark,Matawan,NJ,40.4127,-74.2365,21.8,0
NJ,Newark,Maywood,NJ,40.9025,-74.0634,13.56,3
NJ,Newark,Metuchen,NJ,40.5424,-74.3628,16.06,3
NJ,Newark,Middlesex,NJ,40.5744,-74.5011,20.11,18
NJ,Newark,Milford,NJ,40.5694,-75.0916,49.36,2
NJ,Newark,Milltown,NJ,40.4504,-74.4351,23.42,2
NJ,Newark,Monmouth Beach,NJ,40.3364,-73.9863,28.54,0
NJ,Newark,Monmouth Junction,NJ,40.3754,-74.5582,31.49,6
NJ,Newark,Moonachie,NJ,40.8408,-74.059,9.99,15
NJ,Newark,Morris Plains,NJ,40.8356,-74.4786,17.76,0
NJ,Newark,Morristown,NJ,40.7967,-74.4772,16.71,1
NJ,Newark,Mount Arlington,NJ,40.919,-74.639,27.85,0
NJ,Newark,Mountainside,NJ,40.6811,-74.3601,10.27,1
NJ,Newark,Neptune City,NJ,40.2005,-74.0333,36.94,2
NJ,Newark,Netcong,NJ,40.8985,-74.7019,30.18,3
NJ,Newark,New Brunswick,NJ,40.487,-74.445,21.76,21
NJ,Newark,New Egypt,NJ,40.0645,-74.5284,49.3,0
NJ,Newark,Newark,NJ,40.7245,-74.1725,0.0,399
NJ,Newark,Newfoundland,NJ,41.0594,-74.4308,26.79,0
NJ,Newark,Newton,NJ,41.0534,-74.7527,37.88,0
NJ,Newark,North Arlington,NJ,40.7874,-74.1273,4.95,2
NJ,Newark,North Plainfield,NJ,40.6209,-74.4386,15.67,0
NJ,Newark,Northvale,NJ,41.0101,-73.9505,22.89,1
NJ,Newark,Norwood,NJ,40.9933,-73.951,21.88,1
NJ,Newark,Oakhurst,NJ,40.2607,-74.0263,32.95,0
NJ,Newark,Oakland,NJ,41.0313,-74.2408,21.5,0
NJ,Newark,Oradell,NJ,40.9562,-74.0314,17.63,0
NJ,Newark,Palisades Park,NJ,40.8472,-73.9966,12.51,1
NJ,Newark,Paramus,NJ,40.9455,-74.0712,16.16,0
NJ,Newark,Parsippany,NJ,40.8645,-74.4135,15.89,13
NJ,Newark,Passaic,NJ,40.8574,-74.1282,9.47,22
NJ,Newark,Paterson,NJ,40.9147,-74.1624,13.15,20
NJ,Newark,Pennington,NJ,40.3262,-74.7908,42.57,0
NJ,Newark,Perth Amboy,NJ,40.5202,-74.2724,15.06,24
NJ,Newark,Pine Brook,NJ,40.8676,-74.3438,13.34,6
NJ,Newark,Plainfield,NJ,40.6154,-74.4157,14.81,5
NJ,Newark,Pompton Lakes,NJ,41.0024,-74.2859,20.09,0
NJ,Newark,Pompton Plains,NJ,40.9679,-74.3075,18.24,1
NJ,Newark,Port Murray,NJ,40.7915,-74.924,39.6,12
NJ,Newark,Port Reading,NJ,40.5685,-74.2469,11.46,13
NJ,Newark,Rahway,NJ,40.6077,-74.2807,9.86,10
NJ,Newark,Ramsey,NJ,41.0595,-74.1454,23.19,1
NJ,Newark,Ridgefield,NJ,40.8313,-74.0147,11.07,3
NJ,Newark,Ridgefield Park,NJ,40.8543,-74.0201,12.0,4
NJ,Newark,Ringwood,NJ,41.1065,-74.2749,26.93,0
NJ,Newark,Riverdale,NJ,40.9921,-74.3125,19.88,8
NJ,Newark,Rockleigh,NJ,41.0026,-73.9327,22.94,0
NJ,Newark,Roseland,NJ,40.8208,-74.3086,9.75,1
NJ,Newark,Roselle,NJ,40.6527,-74.2599,6.75,2
NJ,Newark,Roselle Park,NJ,40.6653,-74.2666,6.41,1
NJ,Newark,Rutherford,NJ,40.8203,-74.1057,7.49,0
NJ,Newark,Sayreville,NJ,40.4656,-74.3237,19.57,32
NJ,Newark,Secaucus,NJ,40.781,-74.0659,6.81,56
NJ,Newark,Shrewsbury,NJ,40.3249,-74.06,28.23,0
NJ,Newark,Somerset,NJ,40.5083,-74.501,22.8,96
NJ,Newark,Somerville,NJ,40.5696,-74.6092,25.27,6
NJ,Newark,South Amboy,NJ,40.4852,-74.2831,17.52,2
NJ,Newark,South Plainfield,NJ,40.5748,-74.4152,16.4,37
NJ,Newark,South River,NJ,40.4455,-74.3783,22.1,5
NJ,Newark,Spotswood,NJ,40.3949,-74.392,25.52,1
NJ,Newark,Springfield,NJ,40.706,-74.313,7.47,0
NJ,Newark,Stanhope,NJ,40.9141,-74.7027,30.66,2
NJ,Newark,Succasunna,NJ,40.853,-74.6568,26.85,0
NJ,Newark,Summit,NJ,40.7154,-74.3647,10.08,0
NJ,Newark,Teterboro,NJ,40.858,-74.0594,10.96,3
NJ,Newark,Tinton Falls,NJ,40.2708,-74.0949,31.61,21
NJ,Newark,Totowa,NJ,40.9039,-74.2214,12.66,35
NJ,Newark,Trenton,NJ,40.2237,-74.7641,46.52,33
NJ,Newark,Union,NJ,40.6966,-74.2693,5.42,14
NJ,Newark,Union City,NJ,40.7675,-74.0323,7.92,0
NJ,Newark,Waldwick,NJ,41.0133,-74.1259,20.1,0
NJ,Newark,Wallington,NJ,40.8536,-74.1069,9.56,0
NJ,Newark,Washington,NJ,40.7587,-74.9825,42.47,4
NJ,Newark,Watchung,NJ,40.6431,-74.4391,15.06,0
NJ,Newark,West Long Branch,NJ,40.2883,-74.0185,31.21,0
NJ,Newark,West New York,NJ,40.7857,-74.0094,9.53,0
NJ,Newark,Westwood,NJ,40.9878,-74.0308,19.64,0
NJ,Newark,Wharton,NJ,40.8998,-74.5808,24.55,36
NJ,Newark,Whippany,NJ,40.8233,-74.4184,14.57,6
NJ,Newark,Wood-Ridge,NJ,40.8508,-74.0878,9.79,8
NM,Las Cruces,Las Cruces,NM,32.3265,-106.7893,0.0,2
NM,Las Cruces,Mesquite,NM,32.167,-106.6885,12.5,2
NM,Las Cruces,Santa Teresa,NM,31.8701,-106.6714,32.28,1
NV,Las Vegas,Las Vegas,NV,36.2333,-115.2654,0.0,1
NY,Baldwinsville,Auburn,NY,42.9338,-76.5685,19.53,41
NY,Baldwinsville,Baldwinsville,NY,43.1578,-76.3325,0.0,141
NY,Baldwinsville,Canastota,NY,43.0836,-75.7559,29.53,21
NY,Baldwinsville,Central Square,NY,43.286,-76.1419,13.06,0
NY,Baldwinsville,Clyde,NY,43.0839,-76.8707,27.62,0
NY,Baldwinsville,Cortland,NY,42.6004,-76.1784,39.3,4
NY,Baldwinsville,Earlville,NY,42.7401,-75.5436,49.24,0
NY,Baldwinsville,East Syracuse,NY,43.0638,-76.0698,14.76,20
NY,Baldwinsville,Fulton,NY,43.3171,-76.4167,11.79,7
NY,Baldwinsville,Geneva,NY,42.8645,-76.9826,38.59,20
NY,Baldwinsville,Hall,NY,42.7965,-77.068,44.78,0
NY,Baldwinsville,Interlaken,NY,42.6189,-76.7251,42.21,0
NY,Baldwinsville,Jordan,NY,43.0671,-76.473,9.46,0
NY,Baldwinsville,Liverpool,NY,43.1065,-76.2095,7.14,28
NY,Baldwinsville,Mannsville,NY,43.7158,-76.0649,40.82,0
NY,Baldwinsville,Newark,NY,43.0418,-77.093,39.19,0
NY,Baldwinsville,North Rose,NY,43.1872,-76.8863,27.98,2
