hub_state,hub_city,city,state,latitude,longitude,distance_miles,pickup_count
NY,Baldwinsville,North Syracuse,NY,43.1339,-76.1304,10.32,1
NY,Baldwinsville,Oneida,NY,43.0769,-75.6622,34.27,0
NY,Baldwinsville,Oswego,NY,43.4516,-76.5005,21.99,15
NY,Baldwinsville,Phoenix,NY,43.2316,-76.2961,5.42,1
NY,Baldwinsville,Port Byron,NY,43.0366,-76.6263,17.02,0
NY,Baldwinsville,Pulaski,NY,43.5653,-76.1268,29.99,2
NY,Baldwinsville,Rome,NY,43.226,-75.4909,42.66,69
NY,Baldwinsville,Sherrill,NY,43.0704,-75.5993,37.47,2
NY,Baldwinsville,Shortsville,NY,42.9556,-77.2227,47.06,1
NY,Baldwinsville,Solvay,NY,43.0571,-76.2123,9.23,2
NY,Baldwinsville,Syracuse,NY,43.0407,-76.1437,12.5,48
NY,Baldwinsville,Trumansburg,NY,42.541,-76.6618,45.76,0
NY,Baldwinsville,Weedsport,NY,43.0482,-76.5637,13.91,0
OH,Norwalk,Amherst,OH,41.4022,-82.2303,22.47,4
OH,Norwalk,Ashland,OH,40.8668,-82.3156,30.23,19
OH,Norwalk,Attica,OH,41.0634,-82.8873,19.13,0
OH,Norwalk,Avon,OH,41.4485,-82.0187,33.7,4
OH,Norwalk,Avon Lake,OH,41.4944,-82.0159,35.27,3
OH,Norwalk,Bellevue,OH,41.2745,-82.8403,12.2,4
OH,Norwalk,Bellville,OH,40.6297,-82.5244,42.69,0
OH,Norwalk,Berea,OH,41.3696,-81.8641,39.61,3
OH,Norwalk,Berlin Heights,OH,41.3204,-82.4903,8.09,1
OH,Norwalk,Broadview Heights,OH,41.3196,-81.6779,48.61,1
OH,Norwalk,Brook Park,OH,41.4036,-81.8219,42.29,12
OH,Norwalk,Brooklyn,OH,41.4349,-81.7497,46.47,6
OH,Norwalk,Brunswick,OH,41.2465,-81.8198,40.99,2
OH,Norwalk,Bucyrus,OH,40.8054,-82.9719,35.75,4
OH,Norwalk,Caledonia,OH,40.6364,-82.9695,46.03,17
OH,Norwalk,Carey,OH,40.9497,-83.3831,45.16,103
OH,Norwalk,Castalia,OH,41.4011,-82.808,14.97,0
OH,Norwalk,Clyde,OH,41.3044,-82.9781,19.62,45
OH,Norwalk,Crestline,OH,40.7836,-82.7458,32.62,6
OH,Norwalk,Curtice,OH,41.616,-83.3743,47.25,0
OH,Norwalk,Elmore,OH,41.4708,-83.2911,38.69,0
OH,Norwalk,Elyria,OH,41.376,-82.106,27.64,49
OH,Norwalk,Fostoria,OH,41.16,-83.4121,42.16,14
OH,Norwalk,Fremont,OH,41.3535,-83.1147,27.32,103
OH,Norwalk,Galion,OH,40.7385,-82.7792,36.06,9
OH,Norwalk,Grafton,OH,41.2809,-82.038,29.75,1
OH,Norwalk,Green Springs,OH,41.2569,-83.053,23.09,1
OH,Norwalk,Greenwich,OH,41.0318,-82.5198,15.4,0
OH,Norwalk,Hayesville,OH,40.7752,-82.2596,37.18,1
OH,Norwalk,Huron,OH,41.3912,-82.5636,10.42,41
OH,Norwalk,Iberia,OH,40.6747,-82.8403,41.17,2
OH,Norwalk,Lakewood,OH,41.4822,-81.8008,45.01,0
OH,Norwalk,Lexington,OH,40.68,-82.5793,39.02,44
OH,Norwalk,Lodi,OH,41.0348,-82.0124,34.24,0
OH,Norwalk,Lorain,OH,41.4409,-82.184,25.89,6
OH,Norwalk,Loudonville,OH,40.6342,-82.2328,46.5,0
OH,Norwalk,Luckey,OH,41.4525,-83.4839,47.62,69
OH,Norwalk,Mansfield,OH,40.7656,-82.5275,33.35,16
OH,Norwalk,Medina,OH,41.1358,-81.8695,39.16,36
OH,Norwalk,Middleburg Heights,OH,41.3696,-81.815,42.1,3
OH,Norwalk,Milan,OH,41.2882,-82.5994,3.07,0
OH,Norwalk,Millbury,OH,41.5648,-83.4255,47.77,0
OH,Norwalk,Monroeville,OH,41.244,-82.7018,4.83,9
OH,Norwalk,New Washington,OH,40.9604,-82.8547,23.42,2
OH,Norwalk,North Olmsted,OH,41.4149,-81.919,37.68,1
OH,Norwalk,North Ridgeville,OH,41.3852,-82.0195,32.09,4
OH,Norwalk,North Royalton,OH,41.3138,-81.745,45.11,0
OH,Norwalk,Norwalk,OH,41.2443,-82.6088,0.0,823
OH,Norwalk,Oak Harbor,OH,41.5121,-83.1424,33.28,1
OH,Norwalk,Oberlin,OH,41.286,-82.2198,20.41,7
OH,Norwalk,Old Fort,OH,41.2419,-83.1514,28.19,9
OH,Norwalk,Olmsted Falls,OH,41.3657,-81.9038,37.54,1
OH,Norwalk,Ontario,OH,40.771,-82.6104,32.7,1
OH,Norwalk,Parma,OH,41.3843,-81.7286,46.69,1
OH,Norwalk,Perrysville,OH,40.6584,-82.3144,43.3,2
OH,Norwalk,Port Clinton,OH,41.5094,-82.9385,25.05,1
OH,Norwalk,Risingsun,OH,41.2671,-83.4268,42.52,3
OH,Norwalk,Rittman,OH,40.9736,-81.785,46.79,14
OH,Norwalk,Rocky River,OH,41.4702,-81.8525,42.21,2
OH,Norwalk,Sandusky,OH,41.4468,-82.7024,14.81,3
OH,Norwalk,Seville,OH,41.0207,-81.8671,41.58,1
OH,Norwalk,Sheffield Lake,OH,41.4883,-82.0979,31.4,2
OH,Norwalk,Shelby,OH,40.8847,-82.6578,24.98,12
OH,Norwalk,Shreve,OH,40.6813,-82.0217,49.51,5
OH,Norwalk,Smithville,OH,40.8625,-81.8604,47.08,1
OH,Norwalk,Spencer,OH,41.0991,-82.1231,27.18,2
OH,Norwalk,Strongsville,OH,41.3128,-81.8313,40.65,12
OH,Norwalk,Tiffin,OH,41.1165,-83.1805,31.01,12
OH,Norwalk,Upper Sandusky,OH,40.8298,-83.2721,44.89,15
OH,Norwalk,Valley City,OH,41.2336,-81.9396,34.78,19
OH,Norwalk,Wadsworth,OH,41.0279,-81.7323,48.0,21
OH,Norwalk,Wellington,OH,41.1613,-82.2255,20.73,0
OH,Norwalk,Westlake,OH,41.4524,-81.9294,38.06,2
OH,Norwalk,Willard,OH,41.0518,-82.7232,14.57,17
OH,Norwalk,Wooster,OH,40.8172,-81.9336,45.93,26
OK,Tulsa,Catoosa,OK,36.1834,-95.768,8.5,0
OK,Tulsa,Claremore,OK,36.3146,-95.6095,20.87,1
OK,Tulsa,Fort Gibson,OK,35.7763,-95.2602,43.46,2
OK,Tulsa,Inola,OK,36.1321,-95.5369,20.5,1
OK,Tulsa,Muskogee,OK,35.7432,-95.3567,40.57,2
OK,Tulsa,Sand Springs,OK,36.1353,-96.1283,12.52,2
OK,Tulsa,Sapulpa,OK,36.0091,-96.1003,13.7,3
OK,Tulsa,Tulsa,OK,36.1283,-95.9042,0.0,4
OR,Echo,Echo,OR,45.7431,-119.1917,0.0,1
PA,Leesport,Alburtis,PA,40.509,-75.6001,19.85,146
PA,Leesport,Allentown,PA,40.5961,-75.4756,27.91,253
PA,Leesport,Ambler,PA,40.1564,-75.2215,44.12,0
PA,Leesport,Atglen,PA,39.9473,-75.9754,34.4,3
PA,Leesport,Audubon,PA,40.1304,-75.428,35.83,0
PA,Leesport,Avondale,PA,39.8248,-75.7819,43.98,0
PA,Leesport,Bally,PA,40.4004,-75.5875,20.27,2
PA,Leesport,Bangor,PA,40.8678,-75.2085,49.39,1
PA,Leesport,Bath,PA,40.7279,-75.3919,36.01,1
PA,Leesport,Bernville,PA,40.4334,-76.1107,7.53,19
PA,Leesport,Berwick,PA,41.0555,-76.2492,44.66,13
PA,Leesport,Bethlehem,PA,40.6266,-75.3679,33.93,119
PA,Leesport,Birdsboro,PA,40.2619,-75.8099,15.16,15
PA,Leesport,Blandon,PA,40.4447,-75.8799,4.65,15
PA,Leesport,Bloomsburg,PA,41.0027,-76.4561,46.22,34
PA,Leesport,Boyertown,PA,40.3322,-75.6375,19.08,8
PA,Leesport,Breinigsville,PA,40.5394,-75.6347,18.71,222
PA,Leesport,Bridgeport,PA,40.1042,-75.3437,40.49,1
PA,Leesport,Brodheadsville,PA,40.9267,-75.4017,44.6,0
PA,Leesport,Cambridge,PA,40.0804,-75.9439,25.23,3
PA,Leesport,Catawissa,PA,40.9531,-76.4604,43.55,6
PA,Leesport,Chalfont,PA,40.2893,-75.2095,41.38,6
PA,Leesport,Coatesville,PA,39.9849,-75.82,32.75,66
PA,Leesport,Collegeville,PA,40.1873,-75.4581,32.25,2
PA,Leesport,Columbia,PA,40.0347,-76.4944,39.67,9
PA,Leesport,Conshohocken,PA,40.0772,-75.3034,43.31,5
PA,Leesport,Cressona,PA,40.6304,-76.1939,17.44,1
PA,Leesport,Danville,PA,40.9615,-76.6121,49.09,2
PA,Leesport,Denver,PA,40.2326,-76.1392,17.22,24
PA,Leesport,Douglassville,PA,40.2577,-75.7251,18.21,14
PA,Leesport,Downingtown,PA,40.0076,-75.7019,33.34,13
PA,Leesport,Dublin,PA,40.373,-75.2041,40.52,0
PA,Leesport,Eagleville,PA,40.1599,-75.4089,35.46,0
PA,Leesport,East Greenville,PA,40.4057,-75.5059,24.48,3
PA,Leesport,East York,PA,39.9687,-76.6755,49.76,3
PA,Leesport,Easton,PA,40.6858,-75.2209,42.61,43
PA,Leesport,Elizabethtown,PA,40.1533,-76.599,38.87,20
PA,Leesport,Elizabethville,PA,40.5472,-76.816,45.09,1
PA,Leesport,Elverson,PA,40.1559,-75.8304,21.26,0
PA,Leesport,Elysburg,PA,40.868,-76.5492,42.2,3
PA,Leesport,Emmaus,PA,40.5352,-75.4978,25.5,1
PA,Leesport,Ephrata,PA,40.1811,-76.1812,21.41,13
PA,Leesport,Exton,PA,40.0307,-75.6303,33.73,18
PA,Leesport,Fleetwood,PA,40.4565,-75.8209,7.8,6
PA,Leesport,Fort Washington,PA,40.1408,-75.1926,45.97,0
PA,Leesport,Fountain Hill,PA,40.6029,-75.3961,31.97,1
PA,Leesport,Frackville,PA,40.7833,-76.2329,27.18,4
PA,Leesport,Frazer,PA,40.0374,-75.556,35.59,0
PA,Leesport,Fredericksburg,PA,40.4441,-76.4377,24.68,11
PA,Leesport,Freeland,PA,41.0212,-75.8963,39.98,0
PA,Leesport,Gap,PA,39.9888,-76.0212,31.65,0
PA,Leesport,Glenmoore,PA,40.0868,-75.782,26.64,1
PA,Leesport,Gordon,PA,40.7502,-76.3398,28.71,0
PA,Leesport,Hallam,PA,40.0024,-76.6041,45.39,2
PA,Leesport,Hamburg,PA,40.5561,-75.9825,7.71,94
PA,Leesport,Harleysville,PA,40.2792,-75.3873,32.67,1
PA,Leesport,Harrisburg,PA,40.2752,-76.8843,49.63,40
PA,Leesport,Hatboro,PA,40.1775,-75.1055,49.08,1
PA,Leesport,Hazleton,PA,40.9505,-75.9725,34.92,166
PA,Leesport,Hellertown,PA,40.5812,-75.3378,34.43,0
PA,Leesport,Herndon,PA,40.7104,-76.8519,49.86,15
PA,Leesport,Hershey,PA,40.2806,-76.6458,37.43,3
PA,Leesport,Highspire,PA,40.2085,-76.7851,46.02,2
PA,Leesport,Hummelstown,PA,40.2657,-76.7126,41.1,1
PA,Leesport,Intercourse,PA,40.0379,-76.1081,29.08,0
PA,Leesport,Ivyland,PA,40.2083,-75.0733,49.91,8
PA,Leesport,Jonestown,PA,40.413,-76.4806,27.03,11
PA,Leesport,Kempton,PA,40.6278,-75.8546,13.97,1
PA,Leesport,Kennett Square,PA,39.8438,-75.7113,43.71,0
PA,Leesport,Kimberton,PA,40.1306,-75.5743,30.06,1
PA,Leesport,King Of Prussia,PA,40.0963,-75.3821,39.19,10
PA,Leesport,Klingerstown,PA,40.6588,-76.6931,40.81,0
PA,Leesport,Kutztown,PA,40.5212,-75.7772,11.34,88
PA,Leesport,Lancaster,PA,40.042,-76.3012,32.92,178
PA,Leesport,Landisville,PA,40.0902,-76.4064,33.68,2
PA,Leesport,Lansdale,PA,40.2417,-75.2812,38.82,8
PA,Leesport,Lebanon,PA,40.3412,-76.4228,24.97,54
PA,Leesport,Leesport,PA,40.4451,-75.9684,0.0,1034
PA,Leesport,Lehighton,PA,40.8306,-75.7165,29.73,0
PA,Leesport,Lenhartsville,PA,40.5721,-75.8892,9.71,0
PA,Leesport,Leola,PA,40.0915,-76.1891,27.06,32
PA,Leesport,Lititz,PA,40.154,-76.3044,26.8,6
PA,Leesport,Lykens,PA,40.5641,-76.6983,39.22,1
PA,Leesport,Lyons,PA,40.4807,-75.7592,11.27,1
PA,Leesport,Macungie,PA,40.5165,-75.5545,22.3,11
PA,Leesport,Mahanoy City,PA,40.8126,-76.1382,26.91,3
PA,Leesport,Malvern,PA,40.0329,-75.5146,37.2,5
PA,Leesport,Manchester,PA,40.0613,-76.7195,47.66,14
PA,Leesport,Manheim,PA,40.163,-76.3964,29.81,5
PA,Leesport,Marietta,PA,40.0574,-76.5515,40.78,4
PA,Leesport,Mcadoo,PA,40.9009,-75.9924,31.52,0
PA,Leesport,Media,PA,39.9199,-75.3889,47.46,0
PA,Leesport,Mertztown,PA,40.5033,-75.6674,16.32,4
PA,Leesport,Middletown,PA,40.201,-76.7289,43.47,19
PA,Leesport,Minersville,PA,40.6908,-76.2594,22.84,0
PA,Leesport,Modena,PA,39.9619,-75.8025,34.51,2
PA,Leesport,Montgomeryville,PA,40.2502,-75.2405,40.63,20
PA,Leesport,Morgantown,PA,40.1538,-75.8884,20.56,6
PA,Leesport,Mount Carmel,PA,40.7959,-76.4119,33.59,3
PA,Leesport,Mount Joy,PA,40.1106,-76.5065,36.59,19
PA,Leesport,Mount Wolf,PA,40.0616,-76.7053,47.03,2
PA,Leesport,Mountain Top,PA,41.1353,-75.9045,47.81,56
PA,Leesport,Mountville,PA,40.0402,-76.4339,37.22,0
PA,Leesport,Myerstown,PA,40.3722,-76.3055,18.44,47
PA,Leesport,Nazareth,PA,40.74,-75.3131,39.97,15
PA,Leesport,Nescopeck,PA,41.053,-76.2123,43.9,5
PA,Leesport,Nesquehoning,PA,40.866,-75.8322,29.94,5
PA,Leesport,New Holland,PA,40.1008,-76.09,24.64,25
PA,Leesport,Newmanstown,PA,40.3515,-76.2117,14.34,0
PA,Leesport,Norristown,PA,40.1225,-75.3398,39.93,0
PA,Leesport,North Wales,PA,40.2111,-75.2745,39.97,3
PA,Leesport,Northampton,PA,40.6866,-75.4904,30.13,47
PA,Leesport,Nottingham,PA,39.7509,-76.0258,48.06,1
PA,Leesport,Oaks,PA,40.1318,-75.4596,34.46,33
PA,Leesport,Orwigsburg,PA,40.6541,-76.104,16.1,10
PA,Leesport,Oxford,PA,39.7858,-75.9801,45.56,4
PA,Leesport,Palmerton,PA,40.8023,-75.616,30.83,2
PA,Leesport,Palmyra,PA,40.3099,-76.5943,34.24,4
PA,Leesport,Paoli,PA,40.042,-75.4912,37.54,4
PA,Leesport,Pardeesville,PA,41.0006,-75.968,38.38,0
PA,Leesport,Parkesburg,PA,39.9593,-75.9177,33.67,16
PA,Leesport,Pen Argyl,PA,40.8676,-75.2534,47.5,29
PA,Leesport,Pennsburg,PA,40.3936,-75.4965,25.08,1
PA,Leesport,Perkasie,PA,40.372,-75.292,35.94,2
PA,Leesport,Phoenixville,PA,40.1359,-75.5201,31.85,86
PA,Leesport,Pine Grove,PA,40.5535,-76.386,23.18,6
PA,Leesport,Plymouth Meeting,PA,40.1097,-75.2803,43.04,0
PA,Leesport,Port Carbon,PA,40.6969,-76.1666,20.27,0
PA,Leesport,Pottstown,PA,40.2508,-75.6445,21.71,35
PA,Leesport,Pottsville,PA,40.6798,-76.2091,20.56,62
PA,Leesport,Quakertown,PA,40.4398,-75.3455,32.76,13
PA,Leesport,Quarryville,PA,39.8957,-76.1617,39.31,4
PA,Leesport,Reading,PA,40.34,-75.9267,7.59,212
PA,Leesport,Red Hill,PA,40.3771,-75.4838,25.92,2
PA,Leesport,Richland,PA,40.3574,-76.2569,16.34,0
PA,Leesport,Ringtown,PA,40.8565,-76.2352,31.68,0
PA,Leesport,Robesonia,PA,40.3495,-76.1391,11.15,8
PA,Leesport,Ronks,PA,40.0267,-76.171,30.82,1
PA,Leesport,Royersford,PA,40.1862,-75.5382,28.87,0
PA,Leesport,Schaefferstown,PA,40.2968,-76.2939,19.96,0
PA,Leesport,Schnecksville,PA,40.6699,-75.6115,24.34,0
PA,Leesport,Schuylkill Haven,PA,40.6283,-76.1729,16.6,3
PA,Leesport,Schwenksville,PA,40.2574,-75.4662,29.45,0
PA,Leesport,Sellersville,PA,40.36,-75.3083,35.23,1
PA,Leesport,Shamokin,PA,40.7881,-76.555,38.84,0
PA,Leesport,Shillington,PA,40.3029,-75.967,9.83,0
PA,Leesport,Shoemakersville,PA,40.5004,-75.97,3.82,65
PA,Leesport,Sinking Spring,PA,40.3242,-76.0235,8.84,3
PA,Leesport,Souderton,PA,40.311,-75.3224,35.24,5
PA,Leesport,Spring City,PA,40.1768,-75.5466,28.94,0
PA,Leesport,Steelton,PA,40.2258,-76.8253,47.61,1
PA,Leesport,Stockertown,PA,40.7547,-75.2627,42.76,1
PA,Leesport,Tamaqua,PA,40.8033,-75.9344,24.81,9
PA,Leesport,Tatamy,PA,40.7409,-75.256,42.6,3
PA,Leesport,Telford,PA,40.3259,-75.3274,34.73,0
PA,Leesport,Temple,PA,40.4084,-75.9225,3.5,0
PA,Leesport,Thorndale,PA,39.9991,-75.7517,32.87,0
PA,Leesport,Topton,PA,40.5031,-75.7023,14.55,59
PA,Leesport,Toughkenamon,PA,39.8313,-75.7565,43.86,2
PA,Leesport,Tower City,PA,40.5884,-76.553,32.26,1
PA,Leesport,Tremont,PA,40.6302,-76.3912,25.62,16
PA,Leesport,Trumbauersville,PA,40.4133,-75.3803,31.01,1
PA,Leesport,Walnutport,PA,40.7515,-75.5956,28.82,1
PA,Leesport,Wayne,PA,40.0409,-75.3945,41.18,0
PA,Leesport,Wernersville,PA,40.3302,-76.0818,9.93,1
PA,Leesport,Wescosville,PA,40.5617,-75.5489,23.47,3
PA,Leesport,West Chester,PA,39.9601,-75.6058,38.59,18
PA,Leesport,West Conshohocken,PA,40.0702,-75.3188,42.94,0
PA,Leesport,West Grove,PA,39.8206,-75.8284,43.78,3
PA,Leesport,West Hazleton,PA,40.9701,-76.0142,36.35,8
PA,Leesport,West Reading,PA,40.3337,-75.947,7.78,1
PA,Leesport,Willow Grove,PA,40.1469,-75.1174,49.35,0
PA,Leesport,Wind Gap,PA,40.8484,-75.2917,45.11,10
PA,Leesport,Womelsdorf,PA,40.3655,-76.1864,12.72,0
PA,Leesport,Wrightsville,PA,40.0239,-76.5312,41.57,0
PA,Leesport,Wyncote,PA,40.0915,-75.1463,49.75,0
PA,Leesport,Wyomissing,PA,40.3317,-75.9703,7.84,0
PA,Leesport,York Haven,PA,40.1106,-76.7149,45.63,0
PA,Leesport,Yorkana,PA,39.976,-76.5846,45.91,0
RI,Cranston,Ashaway,RI,41.426,-71.7852,28.12,4
RI,Cranston,Central Falls,RI,41.8901,-71.3934,9.82,1
RI,Cranston,Cranston,RI,41.7658,-71.4858,0.0,15
RI,Cranston,East Providence,RI,41.8065,-71.3565,7.23,0
RI,Cranston,Newport,RI,41.4801,-71.3203,21.51,0
RI,Cranston,Pawtucket,RI,41.8744,-71.3743,9.45,6
RI,Cranston,Providence,RI,41.823,-71.4187,5.25,12
RI,Cranston,Warwick,RI,41.7062,-71.4334,4.93,5
RI,Cranston,Woonsocket,RI,42.001,-71.4993,16.27,4
RI,Cranston,Wyoming,RI,41.5143,-71.6903,20.33,0
SC,Rock Hill,Blacksburg,SC,35.122,-81.5182,30.61,48
SC,Rock Hill,Buffalo,SC,34.7244,-81.6844,40.34,1
SC,Rock Hill,Carlisle,SC,34.5921,-81.4645,34.75,0
SC,Rock Hill,Catawba,SC,34.8464,-80.9061,9.38,168
SC,Rock Hill,Chesnee,SC,35.1461,-81.863,49.52,2
SC,Rock Hill,Chester,SC,34.7051,-81.2132,19.54,106
SC,Rock Hill,Clover,SC,35.1125,-81.2202,16.21,5
SC,Rock Hill,Cowpens,SC,35.0186,-81.8041,44.48,76
SC,Rock Hill,Elgin,SC,34.6724,-80.7215,25.31,16
SC,Rock Hill,Fort Lawn,SC,34.7003,-80.8991,18.11,199
SC,Rock Hill,Fort Mill,SC,35.0061,-80.9389,6.57,133
SC,Rock Hill,Gaffney,SC,35.0743,-81.6552,36.88,74
SC,Rock Hill,Great Falls,SC,34.5753,-80.9048,26.19,7
SC,Rock Hill,Heath Springs,SC,34.5933,-80.675,31.17,3
SC,Rock Hill,Hickory Grove,SC,34.9785,-81.418,22.45,0
SC,Rock Hill,Jefferson,SC,34.6512,-80.3866,41.36,0
SC,Rock Hill,Jonesville,SC,34.8348,-81.6811,37.96,0
SC,Rock Hill,Kershaw,SC,34.5462,-80.5873,36.89,1
SC,Rock Hill,Lancaster,SC,34.7248,-80.7804,20.38,37
SC,Rock Hill,Pageland,SC,34.772,-80.3897,37.83,25
SC,Rock Hill,Pauline,SC,34.8321,-81.8693,48.5,0
SC,Rock Hill,Richburg,SC,34.7168,-81.0196,15.53,73
SC,Rock Hill,Ridgeway,SC,34.3066,-80.9601,44.02,3
SC,Rock Hill,Rock Hill,SC,34.9415,-81.0241,0.0,1480
SC,Rock Hill,Union,SC,34.7235,-81.6248,37.25,124
SC,Rock Hill,Winnsboro,SC,34.3718,-81.0907,39.54,17
SC,Rock Hill,York,SC,34.9967,-81.2341,12.49,45
SD,Sioux Falls,Beresford,SD,43.0797,-96.7803,31.87,1
SD,Sioux Falls,Canton,SD,43.3032,-96.5848,17.91,0
SD,Sioux Falls,Madison,SD,44.0062,-97.1085,37.33,1
SD,Sioux Falls,Sioux Falls,SD,43.5396,-96.7311,0.0,3
SD,Sioux Falls,Tea,SD,43.4564,-96.8257,7.45,0
TN,Knoxville,Alcoa,TN,35.8076,-83.9753,11.26,6
TN,Knoxville,Andersonville,TN,36.197,-84.033,16.41,0
TN,Knoxville,Bean Station,TN,36.3323,-83.2852,44.76,4
TN,Knoxville,Blaine,TN,36.1478,-83.6939,18.87,0
TN,Knoxville,Caryville,TN,36.3252,-84.2199,28.85,1
TN,Knoxville,Clinton,TN,36.0981,-84.1283,13.38,9
TN,Knoxville,Cosby,TN,35.7952,-83.2457,41.2,1
TN,Knoxville,Dandridge,TN,36.0284,-83.4308,29.29,10
TN,Knoxville,Farragut,TN,35.8731,-84.1821,14.61,0
TN,Knoxville,Friendsville,TN,35.7563,-84.1319,17.9,0
TN,Knoxville,Gatlinburg,TN,35.725,-83.4938,30.6,0
TN,Knoxville,Greenback,TN,35.6487,-84.1725,25.42,1
TN,Knoxville,Halls,TN,36.0817,-83.9344,7.82,1
TN,Knoxville,Harriman,TN,35.9307,-84.5602,34.26,1
TN,Knoxville,Helenwood,TN,36.4227,-84.5429,45.57,0
TN,Knoxville,Huntsville,TN,36.4112,-84.5056,43.52,1
TN,Knoxville,Jacksboro,TN,36.3351,-84.1928,28.69,0
TN,Knoxville,Jefferson City,TN,36.1201,-83.4829,28.08,8
TN,Knoxville,Kingston,TN,35.8713,-84.4959,31.31,0
TN,Knoxville,Knoxville,TN,35.9692,-83.9496,0.0,135
TN,Knoxville,Lenoir City,TN,35.8111,-84.2818,21.57,6
TN,Knoxville,Loudon,TN,35.7414,-84.3701,28.32,35
TN,Knoxville,Louisville,TN,35.8247,-84.0552,11.6,1
TN,Knoxville,Madisonville,TN,35.5232,-84.363,38.56,0
TN,Knoxville,Maryville,TN,35.7468,-83.9789,15.45,11
TN,Knoxville,Mascot,TN,36.0673,-83.7649,12.35,6
TN,Knoxville,Maynardville,TN,36.247,-83.8057,20.81,2
TN,Knoxville,Mooresburg,TN,36.3531,-83.2362,47.83,2
TN,Knoxville,Morristown,TN,36.2043,-83.3001,39.74,58
TN,Knoxville,New Market,TN,36.1096,-83.5493,24.38,1
TN,Knoxville,New Tazewell,TN,36.4381,-83.6053,37.66,4
TN,Knoxville,Newport,TN,35.9617,-83.1976,42.06,33
TN,Knoxville,Oak Ridge,TN,35.9639,-84.2938,19.25,1
TN,Knoxville,Oneida,TN,36.5171,-84.5108,49.1,0
TN,Knoxville,Pigeon Forge,TN,35.7977,-83.5623,24.71,0
TN,Knoxville,Powell,TN,36.0358,-84.0296,6.42,3
TN,Knoxville,Rockford,TN,35.8328,-83.9358,9.46,2
TN,Knoxville,Rockwood,TN,35.8692,-84.6731,41.07,2
TN,Knoxville,Sevierville,TN,35.8872,-83.5678,22.1,6
TN,Knoxville,Sunbright,TN,36.2428,-84.6798,44.93,0
TN,Knoxville,Sweetwater,TN,35.6029,-84.4716,38.69,5
TN,Knoxville,Tazewell,TN,36.4625,-83.5669,40.21,1
TN,Knoxville,Vonore,TN,35.5977,-84.2364,30.29,14
TN,Knoxville,White Pine,TN,36.1087,-83.297,37.71,1
TX,Houston,Baytown,TX,29.7587,-94.9671,25.34,3
TX,Houston,Channelview,TX,29.7914,-95.1144,16.44,2
TX,Houston,Conroe,TX,30.3238,-95.4824,37.58,1
TX,Houston,Damon,TX,29.2832,-95.7408,40.69,0
TX,Houston,Fresno,TX,29.5357,-95.4696,17.97,0
TX,Houston,Houston,TX,29.786,-95.3885,0.0,30
TX,Houston,Humble,TX,29.9921,-95.2655,16.03,0
TX,Houston,Jersey Village,TX,29.8903,-95.5721,13.15,0
TX,Houston,Katy,TX,29.7905,-95.8353,26.79,0
TX,Houston,La Porte,TX,29.6689,-95.0484,21.95,2
TX,Houston,League City,TX,29.4874,-95.1087,26.61,0
TX,Houston,Missouri City,TX,29.563,-95.5365,17.79,0
TX,Houston,Pasadena,TX,29.6575,-95.1498,16.85,4
TX,Houston,Pearland,TX,29.5581,-95.3218,16.25,0
TX,Houston,Pinehurst,TX,30.1889,-95.7017,33.56,0
TX,Houston,Sealy,TX,29.7662,-96.163,46.47,0
TX,Houston,Spring,TX,30.0613,-95.383,19.02,0
TX,Houston,Stafford,TX,29.6271,-95.5654,15.27,1
TX,Houston,Sugar Land,TX,29.5935,-95.6358,19.93,1
TX,Houston,Wallis,TX,29.6317,-96.0638,41.9,1
UT,Roosevelt,Roosevelt,UT,40.2924,-110.0093,0.0,1
VA,Ridgeway,Altavista,VA,37.1235,-79.2856,49.22,1
VA,Ridgeway,Bassett,VA,36.7615,-79.9866,14.53,0
VA,Ridgeway,Blairs,VA,36.6958,-79.3774,27.88,3
VA,Ridgeway,Cave Spring,VA,37.2254,-80.0072,45.47,0
VA,Ridgeway,Chatham,VA,36.8185,-79.3967,30.49,10
VA,Ridgeway,Christiansburg,VA,37.1406,-80.4036,49.19,2
VA,Ridgeway,Collinsville,VA,36.7215,-79.9122,10.35,1
VA,Ridgeway,Danville,VA,36.5831,-79.4088,24.94,92
VA,Ridgeway,Elliston,VA,37.2164,-80.2245,48.52,1
VA,Ridgeway,Fancy Gap,VA,36.6771,-80.6997,47.15,2
VA,Ridgeway,Fieldale,VA,36.7009,-79.9424,9.68,11
VA,Ridgeway,Floyd,VA,36.9118,-80.3184,34.36,1
VA,Ridgeway,Gretna,VA,36.9492,-79.3647,37.47,2
VA,Ridgeway,Hurt,VA,37.0954,-79.3029,47.12,0
VA,Ridgeway,Martinsville,VA,36.6826,-79.8636,7.23,102
VA,Ridgeway,Meadows of Dan,VA,36.7386,-80.3973,31.87,0
VA,Ridgeway,Moneta,VA,37.1886,-79.6133,44.3,2
VA,Ridgeway,Ridgeway,VA,36.5781,-79.8583,0.0,437
VA,Ridgeway,Riner,VA,37.0676,-80.4405,46.7,1
VA,Ridgeway,Roanoke,VA,37.2785,-79.9581,48.71,254
VA,Ridgeway,Rocky Mount,VA,37.0045,-79.8854,29.5,9
VA,Ridgeway,Stanleytown,VA,36.7514,-79.9524,13.06,3
VA,Ridgeway,Stuart,VA,36.6404,-80.2687,23.17,5
VA,Ridgeway,Vinton,VA,37.2746,-79.8887,48.15,12
