city,state,pickup_count,delivery_count,latitude,longitude
Reading,PA,212,197,40.34,-75.9267
Rebersburg,PA,0,1,40.9427,-77.4441
Red Bay,AL,2,1,34.4357,-88.1361
Red Boiling Springs,TN,0,2,36.5301,-85.8481
Red Bud,IL,1,1,38.2096,-89.9989
Red Hill,PA,2,0,40.3771,-75.4838
Red Lion,PA,38,8,39.8986,-76.6078
Red Oak,IA,1,0,41.014,-95.225
Red Springs,NC,10,1,34.8046,-79.1822
Red Wing,MN,0,1,44.5817,-92.6036
Redgranite,WI,1,0,44.0513,-89.1059
Redwood,MS,3,0,32.4734,-90.7969
Redwood Falls,MN,0,1,44.547,-95.1031
Reedsburg,WI,2,0,43.5348,-89.9965
Reedsville,PA,4,3,40.6646,-77.593
Reedsville,WV,1,14,39.5103,-79.8005
Reese,MI,1,1,43.4528,-83.6893
Reform,AL,1,1,33.3788,-88.0173
Register,GA,0,3,32.3658,-81.8845
Rehoboth Beach,DE,1,1,38.7172,-75.0845
Reidsville,GA,1,0,32.0871,-82.1244
Reidsville,NC,78,251,36.3376,-79.6725
Reisterstown,MD,1,1,39.455,-76.814
Remington,IN,13,2,40.7667,-87.1391
Remington,VA,1,3,38.5346,-77.8083
Reno,OH,0,2,39.3769,-81.3933
Rensselaer,IN,4,3,40.9375,-87.1684
Rensselaer,NY,0,5,42.6465,-73.7328
Rensselaer Falls,NY,0,1,44.5909,-75.319
Resaca,GA,0,1,34.5789,-84.9439
Reserve,LA,1,0,30.0741,-90.5557
Reston,VA,1,0,38.9497,-77.3461
Reynolds,GA,0,2,32.5608,-84.0943
Reynolds,IN,2,0,40.7492,-86.8743
Reynoldsburg,OH,2,10,39.9588,-82.7943
Rhinelander,WI,1,1,45.6358,-89.4261
Rhome,TX,0,1,33.0646,-97.4779
Riceboro,GA,20,5,31.7264,-81.4438
Riceville,IA,0,2,43.362,-92.5538
Rich Creek,VA,0,3,37.3831,-80.8203
Richardson,TX,0,1,32.9716,-96.7093
Richburg,SC,73,51,34.7168,-81.0196
Richfield,NC,0,8,35.4716,-80.2586
Richfield,OH,1,3,41.2354,-81.6421
Richfield,WI,3,1,43.2372,-88.2413
Richfield Springs,NY,1,3,42.8536,-74.9862
Richland,MI,0,1,42.3762,-85.4553
Richland,MS,1,1,32.2309,-90.1591
Richland,PA,0,1,40.3574,-76.2569
Richmond,IL,0,1,42.4639,-88.3093
Richmond,IN,51,21,39.8318,-84.8905
Richmond,KY,17,27,37.7307,-84.2925
Richmond,OH,0,1,40.4327,-80.7718
Richmond,VA,261,378,37.5295,-77.4756
Richmond Hill,GA,1,6,31.9012,-81.3125
Richwood,WV,2,0,38.2221,-80.5363
Ridge Spring,SC,3,2,33.8453,-81.6617
Ridgefield,NJ,3,2,40.8313,-74.0147
Ridgefield Park,NJ,4,5,40.8543,-74.0201
Ridgeland,MS,0,1,32.4236,-90.1481
Ridgeland,SC,1,28,32.4681,-80.9178
Ridgeley,WV,6,1,39.6432,-78.7711
Ridgely,TN,5,47,36.2632,-89.4806
Ridgeville,SC,28,20,33.09,-80.3071
Ridgeville Corners,OH,2,0,41.4388,-84.2554
Ridgeway,SC,3,71,34.3066,-80.9601
Ridgeway,VA,437,34,36.5781,-79.8583
Ridgway,IL,4,0,37.7979,-88.2606
Ridgway,PA,4,13,41.427,-78.7297
Riegelwood,NC,8,0,34.3444,-78.2198
Rincon,GA,28,20,32.2947,-81.2353
Riner,VA,1,1,37.0676,-80.4405
Ringgold,GA,14,5,34.9136,-85.1215
Ringtown,PA,0,4,40.8565,-76.2352
Ringwood,NJ,0,1,41.1065,-74.2749
Rio Grande,NJ,0,1,39.0193,-74.8787
Ripley,MS,8,0,34.7321,-88.9444
Ripley,TN,1,2,35.7449,-89.5358
Ripley,WV,2,1,38.8201,-81.7091
Ripon,WI,3,0,43.8436,-88.8386
Ripplemead,VA,1,0,37.339,-80.6883
Rising Sun,IN,1,0,38.9531,-84.8544
Rising Sun,MD,1,1,39.7003,-76.0587
Risingsun,OH,3,0,41.2671,-83.4268
Rittman,OH,14,2,40.9736,-81.785
River Rouge,MI,4,0,42.2731,-83.1245
Riverdale,NJ,8,1,40.9921,-74.3125
Riverdale Park,MD,0,1,38.9643,-76.9266
Riverside,MO,3,1,39.1703,-94.6306
Riverton,IL,0,2,39.8456,-89.5363
Riverton,NJ,0,7,40.0115,-75.0148
Riverview,FL,1,1,27.8227,-82.3023
Riverview,MI,2,2,42.1723,-83.1946
Riviera Beach,FL,11,3,26.7813,-80.0741
Roanoke,IL,1,0,40.7968,-89.2023
Roanoke,IN,2,0,40.964,-85.3761
Roanoke,LA,1,0,30.2356,-92.7481
Roanoke,TX,2,1,33.0144,-97.2276
Roanoke,VA,254,199,37.2785,-79.9581
Roanoke Rapids,NC,5,7,36.4452,-77.649
Roaring Spring,PA,0,4,40.3348,-78.3958
Robards,KY,4,25,37.6766,-87.5333
Robbins,NC,9,1,35.4279,-79.5828
Robersonville,NC,4,14,35.8247,-77.2533
Roberts,WI,0,1,44.9733,-92.5505
Robertsdale,AL,0,1,30.5535,-87.7023
Robesonia,PA,8,23,40.3495,-76.1391
Robins Afb,GA,0,1,32.6092,-83.5846
Robinson,IL,0,1,39.0089,-87.7333
Rochelle,GA,1,0,31.9488,-83.4569
Rochelle,IL,7,0,41.9197,-89.0629
Rochester,IN,8,2,41.0591,-86.1959
Rochester,MN,1,0,44.0154,-92.478
Rochester,NH,3,2,43.299,-70.9787
Rochester,NY,59,171,43.168,-77.6162
Rochester,PA,2,0,40.7025,-80.2838
Rochester Hills,MI,4,1,42.6645,-83.1563
Rock Hill,SC,1480,685,34.9415,-81.0241
Rock Island,IL,2,1,41.4699,-90.5827
Rockford,IL,8,9,42.2596,-89.064
Rockford,MI,1,0,43.1267,-85.5582
Rockford,MN,1,0,45.092,-93.7453
Rockford,OH,5,0,40.6912,-84.6497
Rockford,TN,2,3,35.8328,-83.9358
Rockingham,NC,50,239,34.9386,-79.7608
Rockland,ME,0,4,44.1274,-69.1369
Rockledge,FL,1,0,28.3203,-80.736
Rockleigh,NJ,0,4,41.0026,-73.9327
Rockmart,GA,1,0,34.0103,-85.044
Rockville,IN,1,1,39.7666,-87.2295
Rockville,MD,14,6,39.0834,-77.1553
Rockwell,NC,3,5,35.5538,-80.407
Rockwood,MI,0,1,42.0705,-83.243
Rockwood,TN,2,2,35.8692,-84.6731
Rocky Mount,NC,47,88,35.9685,-77.804
Rocky Mount,VA,9,21,37.0045,-79.8854
Rocky Point,NC,2,1,34.4441,-77.8909
Rocky River,OH,2,0,41.4702,-81.8525
Roebling,NJ,1,0,40.1167,-74.7775
Roebuck,SC,13,4,34.8789,-81.9646
Rogers,AR,1,4,36.317,-94.1531
Rogers,MN,2,2,45.1865,-93.5783
Rogersville,AL,4,3,34.8251,-87.2821
Rogersville,TN,2,2,36.4081,-83.0043
Rolling Meadows,IL,0,1,42.0747,-88.0252
Rolling Prairie,IN,1,0,41.6743,-86.6207
Rome,GA,27,29,34.2662,-85.1863
Rome,NY,69,85,43.226,-75.4909
Romeo,MI,2,0,42.8049,-83.0041
Romeoville,IL,5,11,41.6318,-88.0997
Romney,WV,0,3,39.3454,-78.7564
Romulus,MI,8,14,42.2237,-83.366
Ronceverte,WV,16,0,37.7503,-80.4715
Ronda,NC,11,17,36.2217,-80.9431
Ronkonkoma,NY,1,1,40.8037,-73.1246
Ronks,PA,1,2,40.0267,-76.171
Roosevelt,UT,1,0,40.2924,-110.0093
Roscoe,IL,1,0,42.4256,-89.0084
Roscoe,PA,1,1,40.0782,-79.8642
Rose Hill,NC,0,12,34.8261,-78.0259
Roseau,MN,1,0,48.8445,-95.7625
Roseboro,NC,7,9,34.9551,-78.5137
Rosedale,IN,4,3,39.6225,-87.2817
Rosedale,MD,25,47,39.3266,-76.5084
Roseland,LA,2,0,30.7646,-90.5114
Roseland,NJ,1,3,40.8208,-74.3086
Roselle,IL,1,2,41.9809,-88.0861
Roselle,NJ,2,0,40.6527,-74.2599
Roselle Park,NJ,1,0,40.6653,-74.2666
Rosemount,MN,1,1,44.7466,-93.0661
Roseville,MI,5,1,42.5074,-82.9369
Roseville,MN,3,0,45.0155,-93.1545
Rosman,NC,1,1,35.1458,-82.82
Rossburg,OH,1,0,40.2801,-84.6383
Rossford,OH,0,1,41.5812,-83.5682
Rossville,GA,1,1,34.9747,-85.2898
Rossville,MD,0,2,39.3572,-76.4767
Rothschild,WI,1,1,44.8761,-89.6173
Rouses Point,NY,1,1,44.9933,-73.3633
Rowesville,SC,4,8,33.3722,-80.8362
Roxboro,NC,21,18,36.3879,-78.9812
Royersford,PA,0,3,40.1862,-75.5382
Royston,GA,1,3,34.2861,-83.1106
Ruckersville,VA,1,0,38.2314,-78.3756
Runnemede,NJ,0,1,39.8522,-75.074
Rural Hall,NC,51,15,36.2251,-80.2973
Rural Retreat,VA,13,4,36.901,-81.2765
Rural Valley,PA,0,3,40.7991,-79.3149
Rushville,IN,2,5,39.6171,-85.4463
Russell,KS,1,0,38.8874,-98.8514
Russell Springs,KY,0,1,37.051,-85.0774
Russellville,AL,3,0,34.5055,-87.7283
Russellville,AR,2,4,35.2762,-93.1383
Russellville,KY,22,85,36.8394,-86.895
Russia,OH,0,1,40.2341,-84.4076
Rustburg,VA,0,1,37.2712,-79.0962
Ruston,LA,1,0,32.5328,-92.6363
Rutherford,NJ,0,3,40.8203,-74.1057
Rutherfordton,NC,32,50,35.3642,-81.9613
Rutland,OH,1,0,39.0412,-82.1285
Rutland,VT,9,26,43.6092,-72.9783
Rye Brook,NY,0,1,41.0302,-73.6864
Ryland Heights,KY,0,1,38.9701,-84.4607
SOUTH PARIS,ME,1,3,44.219,-70.5113
SOUTH WINDHAM,CT,0,1,41.685,-72.1845
Sabillasville,MD,0,1,39.6994,-77.4573
Sabina,OH,0,1,39.4903,-83.6345
Saco,ME,0,6,43.539,-70.4624
Saginaw,MI,4,8,43.4199,-83.9501
Saginaw,TX,2,2,32.8657,-97.3654
Saint Anthony,IN,0,1,38.3145,-86.8267
Salamanca,NY,3,0,42.1631,-78.7233
Salem,IL,0,3,38.6279,-88.9591
Salem,MA,1,1,42.5129,-70.9021
Salem,MO,0,1,37.6399,-91.5345
Salem,NJ,28,21,39.5681,-75.4724
Salem,OH,4,6,40.9049,-80.8492
Salem,SC,13,3,34.8879,-82.9752
Salem,VA,31,65,37.2864,-80.0555
Salemburg,NC,1,3,35.0152,-78.5028
Salina,KS,0,3,38.8136,-97.6143
Saline,MI,3,2,42.174,-83.778
Salineville,OH,2,0,40.6207,-80.8345
Salisbury,MD,36,154,38.3756,-75.5865
Salisbury,NC,138,441,35.6658,-80.4905
Salley,SC,0,1,33.5671,-81.3038
Sallisaw,OK,1,0,35.4606,-94.8072
Salt Lake City,UT,0,1,40.7776,-111.9311
Saltillo,MS,3,4,34.379,-88.6938
Saltville,VA,31,1,36.8751,-81.7642
Saluda,NC,2,2,35.2375,-82.3469
Saluda,SC,6,3,34.0009,-81.7713
Saluda,VA,0,2,37.6053,-76.5938
Samson,AL,2,0,31.1124,-86.0462
San Antonio,TX,2,3,29.4632,-98.5238
San Saba,TX,1,0,31.1975,-98.7194
Sanborn,NY,1,0,43.1451,-78.8777
Sand Fork,WV,7,1,38.9154,-80.7477
Sand Springs,OK,2,0,36.1353,-96.1283
Sandersville,GA,28,3,32.9827,-82.8089
Sandston,VA,26,65,37.512,-77.3149
Sandusky,MI,4,0,43.4212,-82.8333
Sandusky,OH,3,9,41.4468,-82.7024
Sandy Hook,CT,0,1,41.4128,-73.244
Sanford,FL,5,0,28.7891,-81.2757
Sanford,ME,7,2,43.4244,-70.7573
Sanford,NC,92,145,35.4875,-79.177
Santa Teresa,NM,1,0,31.8701,-106.6714
Santee,SC,1,0,33.4801,-80.4852
Sapulpa,OK,3,0,36.0091,-96.1003
Saraland,AL,1,3,30.8479,-88.1004
Saranac Lake,NY,0,3,44.3252,-74.1309
Sarasota,FL,2,2,27.3387,-82.5432
Saratoga Springs,NY,22,29,43.0674,-73.7775
Sauget,IL,1,1,38.5842,-90.1608
Sauk City,WI,0,1,43.2722,-89.7312
Sauk Rapids,MN,3,0,45.5981,-94.1538
Sauk Village,IL,1,3,41.4906,-87.5706
Saukville,WI,1,0,43.3847,-87.9439
Savage,MD,1,6,39.1485,-76.8228
Savage,MN,0,1,44.7545,-93.3632
Savanna,IL,3,0,42.0904,-90.1395
Savannah,GA,163,126,32.0286,-81.1821
Savannah,TN,1,0,35.221,-88.236
Sawmills,NC,2,2,35.8165,-81.4781
Saxonburg,PA,4,17,40.7509,-79.815
Sayre,PA,1,6,41.9856,-76.5207
Sayreville,NJ,32,18,40.4656,-74.3237
Schaefferstown,PA,0,1,40.2968,-76.2939
Schaumburg,IL,2,3,42.0308,-88.0838
Schenectady,NY,94,46,42.8025,-73.9275
Schenley,PA,0,2,40.6845,-79.6617
Schererville,IN,1,0,41.4861,-87.4442
Schnecksville,PA,0,3,40.6699,-75.6115
Schofield,WI,0,1,44.9152,-89.6144
Schoolcraft,MI,0,1,42.117,-85.6337
Schuylerville,NY,0,2,43.1015,-73.5808
Schuylkill Haven,PA,3,4,40.6283,-76.1729
Schwenksville,PA,0,2,40.2574,-75.4662
Scio,OH,2,0,40.399,-81.0882
Scotia,NY,31,15,42.8321,-73.9607
Scotland Neck,NC,2,3,36.1308,-77.4214
Scott,LA,0,4,30.2398,-92.0948
Scott City,MO,2,0,37.2243,-89.536
Scottdale,PA,0,1,40.1034,-79.5898
Scottsboro,AL,14,7,34.6438,-86.0491
Scottsburg,IN,6,1,38.6853,-85.7831
Scottsville,KY,2,31,36.7544,-86.2053
Scottsville,NY,0,2,43.0221,-77.7555
Scottsville,TX,2,0,32.5317,-94.2464
Scranton,PA,53,71,41.4044,-75.6649
Scranton,SC,0,33,33.9174,-79.7441
Seaboard,NC,1,0,36.4907,-77.442
Seaford,DE,35,68,38.6538,-75.611
Seagrove,NC,3,2,35.5391,-79.78
Sealy,TX,0,1,29.7662,-96.163
Searcy,AR,0,5,35.2418,-91.7351
Seaside Heights,NJ,0,1,39.9452,-74.079
Sebewaing,MI,2,0,43.7318,-83.4497
Sebree,KY,3,1,37.604,-87.5187
Sebring,FL,1,2,27.477,-81.453
Sebring,OH,1,21,40.9207,-81.0231
Secaucus,NJ,56,25,40.781,-74.0659
Sedalia,MO,3,2,38.7059,-93.234
Seffner,FL,1,2,27.9981,-82.2735
Selbyville,DE,3,2,38.4629,-75.2117
Selinsgrove,PA,12,3,40.8003,-76.8646
Sellersburg,IN,11,32,38.4028,-85.7706
Sellersville,PA,1,0,40.36,-75.3083
Selma,AL,9,4,32.4166,-87.0336
Selma,IN,1,0,40.1889,-85.2753
Selma,NC,5,48,35.5406,-78.2932
Selma,TX,1,0,29.5866,-98.3132
Selmer,TN,3,2,35.1708,-88.5955
Senatobia,MS,4,0,34.6081,-89.9762
Seneca,SC,2,11,34.6818,-82.96
Senoia,GA,0,1,33.3082,-84.5546
Sergeant Bluff,IA,3,1,42.3978,-96.3517
Seven Springs,NC,3,0,35.2249,-77.8452
Seven Valleys,PA,1,0,39.8545,-76.7667
Severn,MD,24,18,39.1355,-76.6956
Severn,NC,29,0,36.5143,-77.1893
Severna Park,MD,0,1,39.087,-76.5687
Sevierville,TN,6,6,35.8872,-83.5678
Seville,OH,1,1,41.0207,-81.8671
Sewell,NJ,5,2,39.7696,-75.1443
Seymour,IN,22,20,38.9476,-85.8911
Shade Gap,PA,0,1,40.1803,-77.8662
Shady Dale,GA,0,1,33.4008,-83.588
Shadyside,OH,23,0,39.9716,-80.751
Shakopee,MN,14,0,44.7745,-93.4772
Shallotte,NC,0,5,33.9768,-78.3803
Shamokin,PA,0,2,40.7881,-76.555
Sharon,PA,1,0,41.234,-80.4998
Sharon Hill,PA,5,161,39.9075,-75.2679
Sharon Springs,NY,1,2,42.793,-74.6128
Sharonville,OH,14,8,39.2825,-84.4071
Sharpsville,PA,1,1,41.2595,-80.4813
Shawano,WI,2,0,44.7748,-88.5843
Shawnee,KS,1,0,39.0158,-94.8076
Shawnee,OK,2,0,35.3531,-96.9647
Shawneetown,IL,1,0,37.7157,-88.1866
Sheboygan,WI,4,6,43.7403,-87.7316
Sheboygan Falls,WI,5,1,43.729,-87.8266
Sheffield Lake,OH,2,0,41.4883,-82.0979
Shelby,IA,0,2,41.5067,-95.4506
Shelby,MI,0,6,43.6114,-86.3648
Shelby,NC,659,400,35.2904,-81.5451
Shelby,OH,12,95,40.8847,-82.6578
Shelbyville,IL,1,2,39.4097,-88.8005
Shelbyville,IN,20,22,39.5352,-85.7793
Shelbyville,KY,23,14,38.2067,-85.2292
Shelbyville,TN,22,21,35.4987,-86.4517
Shelly,MN,1,0,47.4584,-96.8197
Shelton,CT,13,3,41.306,-73.1383
Shenandoah,IA,0,1,40.7582,-95.372
Shepherd,TX,1,0,30.491,-95.0021
Shepherdsville,KY,313,48,37.9813,-85.7007
Sherrill,NY,2,20,43.0704,-75.5993
Shillington,PA,0,1,40.3029,-75.967
Shiloh,OH,1,1,39.8159,-84.2317
Shinglehouse,PA,1,1,41.9662,-78.1907
Shippensburg,PA,29,103,40.0484,-77.5227
Shippenville,PA,16,25,41.251,-79.4626
Shipshewana,IN,1,6,41.6743,-85.5765
Shiremanstown,PA,0,3,40.2224,-76.9555
Shively,KY,1,0,38.197,-85.8136
Shoals,IN,13,0,38.6669,-86.7938
Shoemakersville,PA,65,20,40.5004,-75.97
Shorewood,IL,0,1,41.5169,-88.2146
Shortsville,NY,1,1,42.9556,-77.2227
Shreve,OH,5,1,40.6813,-82.0217
Shreveport,LA,8,8,32.4653,-93.7955
Shrewsbury,NJ,0,1,40.3249,-74.06
Shrewsbury,PA,0,1,39.7714,-76.6799
Shrewsbury,WV,2,0,38.2079,-81.4671
Shuqualak,MS,1,0,32.9793,-88.5693
Sicklerville,NJ,0,2,39.7452,-74.9934
Sidman,PA,3,0,40.3235,-78.7523
Sidney,OH,38,25,40.2891,-84.1667
Sikeston,MO,26,129,36.8854,-89.5877
Siler City,NC,8,3,35.7251,-79.456
Siloam Springs,AR,1,5,36.1844,-94.5315
Silsbee,TX,0,1,30.3456,-94.1764
Silver Grove,KY,11,7,39.0404,-84.3995
Silver Spring,MD,1,6,39.0028,-77.0207
Silver Springs,NY,23,0,42.6605,-78.0855
Simpsonville,KY,2,2,38.2167,-85.3515
Simpsonville,SC,98,38,34.7287,-82.2569
Sims,NC,0,1,35.7596,-78.0598
Simsboro,LA,1,0,32.5323,-92.7839
Sinking Spring,PA,3,1,40.3242,-76.0235
Sinton,TX,1,2,28.0392,-97.5153
Sioux City,IA,3,1,42.4959,-96.3901
Sioux Falls,SD,3,2,43.5396,-96.7311
Sistersville,WV,0,3,39.5597,-80.9988
Slater-Marietta,SC,0,1,35.0348,-82.4926
Slidell,LA,0,1,30.2887,-89.7828
Slippery Rock,PA,3,0,41.0695,-80.058
Smithfield,NC,33,79,35.5133,-78.3495
Smithfield,PA,10,38,39.8021,-79.8089
Smithfield,VA,2,4,36.9755,-76.6152
Smiths Grove,KY,0,1,37.0503,-86.2083
Smiths Station,AL,0,1,32.528,-85.0943
Smithsburg,MD,1,0,39.6559,-77.575
Smithton,PA,3,7,40.1538,-79.7424
Smithville,OH,1,0,40.8625,-81.8604
Smithville,TN,5,3,35.9584,-85.8211
Smyrna,DE,1,130,39.2935,-75.6083
Smyrna,GA,3,8,33.8633,-84.5168
Smyrna,TN,27,37,35.9687,-86.5264
Sneads Ferry,NC,0,1,34.5564,-77.3824
Snow Hill,MD,1,4,38.1729,-75.3903
Snow Hill,NC,1,10,35.4506,-77.6769
Social Circle,GA,10,19,33.6505,-83.7116
Socorro,TX,1,0,31.6383,-106.2601
Solon,OH,82,44,41.3865,-81.44
Solvay,NY,2,0,43.0571,-76.2123
Somers Point,NJ,0,3,39.3167,-74.6066
Somerset,KY,23,30,37.0834,-84.6109
Somerset,NJ,96,17,40.5083,-74.501
Somerset,PA,22,13,40.0049,-79.0778
Somersworth,NH,0,5,43.2534,-70.8856
Somerville,MA,0,1,42.3908,-71.1014
Somerville,NJ,6,4,40.5696,-74.6092
Somerville,TN,1,1,35.2352,-89.3869
Sophia,WV,2,0,37.7117,-81.2525
Souderton,PA,5,41,40.311,-75.3224
South Amboy,NJ,2,0,40.4852,-74.2831
South Bay,FL,8,0,26.677,-80.7265
South Bend,IN,54,65,41.6767,-86.2696
South Boston,VA,17,49,36.7132,-78.9135
South Burlington,VT,5,6,44.4622,-73.2202
South Charleston,OH,1,0,39.8243,-83.6417
South Charleston,WV,18,24,38.3426,-81.7155
South Deerfield,MA,3,0,42.4795,-72.5947
South Euclid,OH,1,0,41.524,-81.5245
South Glens Falls,NY,0,2,43.2951,-73.6351
South Haven,MI,2,1,42.4011,-86.2677
South Hill,VA,10,17,36.7254,-78.1287
South Holland,IL,0,1,41.5977,-87.6022
South Lyon,MI,3,2,42.4614,-83.6526
South Mills,NC,2,0,36.4379,-76.3308
South Milwaukee,WI,3,0,42.912,-87.8627
South Pittsburg,TN,6,7,35.0111,-85.7183
South Plainfield,NJ,37,39,40.5748,-74.4152
South Point,OH,12,5,38.4214,-82.5784
South Portland,ME,0,15,43.631,-70.2895
South Riding,VA,0,12,38.912,-77.5132
South River,NJ,5,6,40.4455,-74.3783
South Shore,KY,5,0,38.7224,-82.9647
South Williamson,KY,0,4,37.6633,-82.2879
South Yarmouth,MA,0,8,41.6692,-70.2005
South Zanesville,OH,3,0,39.9036,-82.0179
Southaven,MS,21,11,34.9514,-89.9786
Southern Pines,NC,1,4,35.1927,-79.4039
Southfield,MI,3,4,42.4765,-83.2605
Southport,NC,30,1,33.9411,-78.0205
Sparta,IL,0,1,38.1513,-89.7185
Sparta,KY,1,0,38.6969,-84.9074
Sparta,MI,12,0,43.1571,-85.7106
Sparta,NC,5,84,36.5034,-81.1217
Sparta,TN,15,38,35.9347,-85.4726
Sparta,WI,0,1,43.9377,-90.8131
Spartanburg,SC,449,291,34.9442,-81.9251
Spartansburg,PA,0,3,41.8241,-79.6829
Spencer,IA,0,2,43.1468,-95.1534
Spencer,IN,1,0,39.2862,-86.7725
Spencer,OH,2,1,41.0991,-82.1231
Spencer,TN,0,3,35.7393,-85.456
Spencer,WV,3,2,38.8024,-81.3531
Spencerville,IN,1,0,41.2831,-84.9219
Spencerville,OH,2,0,40.7079,-84.3526
Spiceland,IN,1,0,39.8433,-85.426
Spindale,NC,3,10,35.3597,-81.9232
Spiro,OK,0,2,35.241,-94.6237
Spotswood,NJ,1,6,40.3949,-74.392
Spring,TX,0,1,30.0613,-95.383
Spring City,PA,0,4,40.1768,-75.5466
Spring City,TN,9,3,35.6881,-84.8622
Spring Green,WI,0,1,43.1776,-90.0688
Spring Grove,PA,4,5,39.8808,-76.8641
Spring Hill,KS,2,0,38.7565,-94.8201
Spring Hill,TN,4,25,35.7437,-86.9116
Spring Hope,NC,0,2,35.9441,-78.109
Spring Lake,MI,7,0,43.0733,-86.1944
Spring Lake,NC,0,1,35.1843,-78.9962
Spring Valley,NY,3,2,41.1151,-74.0486
Springboro,OH,2,9,39.5615,-84.2348
Springdale,AR,5,3,36.1901,-94.1574
Springdale,OH,2,6,39.2909,-84.476
Springdale,PA,1,2,40.5409,-79.7819
Springfield,GA,0,1,32.3636,-81.303
Springfield,IL,3,3,39.7709,-89.654
Springfield,KY,4,2,37.6922,-85.2193
Springfield,LA,0,1,30.4255,-90.5444
Springfield,MA,10,37,42.1155,-72.5395
Springfield,MO,10,13,37.1943,-93.2916
Springfield,NJ,0,3,40.706,-74.313
Springfield,OH,20,27,39.93,-83.7959
Springfield,TN,27,25,36.4949,-86.8711
Springfield,VA,6,27,38.781,-77.1839
Springhill,LA,0,1,33.0019,-93.4613
Spruce Pine,AL,0,18,34.3928,-87.7294
Spruce Pine,NC,21,4,35.9104,-82.0731
St. Augustine,FL,1,3,29.8976,-81.31
St. Charles,IL,0,5,41.9193,-88.3109
St. Clair Shores,MI,0,7,42.4925,-82.8961
St. Cloud,FL,0,2,28.2363,-81.2779
St. Joseph,MI,0,1,42.0968,-86.4849
St. Louis,MO,50,16,38.6359,-90.2451
St. Peters,MO,4,1,38.7825,-90.6061
St. Petersburg,FL,3,3,27.7931,-82.6652
Stafford,KS,1,0,37.9624,-98.5995
Stafford,TX,1,1,29.6271,-95.5654
Stafford Springs,CT,0,1,41.9595,-72.3105
Staley,NC,6,6,35.7979,-79.5518
Stallings,NC,0,3,35.1088,-80.6598
Stamford,CT,3,3,41.1039,-73.5585
Standish,MI,0,2,43.9794,-83.9637
Stanfield,NC,0,57,35.2337,-80.4303
Stanford,KY,2,0,37.5331,-84.6602
Stanhope,NJ,2,3,40.9141,-74.7027
Stanley,NC,79,11,35.3552,-81.0938
Stanleytown,VA,3,0,36.7514,-79.9524
Stanton,TN,0,1,35.4613,-89.4012
Stantonsburg,NC,5,2,35.6053,-77.8198
Stanwood,MI,20,0,43.5805,-85.4481
Star,NC,20,0,35.3992,-79.7832
Starke,FL,0,1,29.9474,-82.1129
Starkville,MS,0,2,33.4608,-88.8297
Starr,SC,0,4,34.3774,-82.6954
State College,PA,1,16,40.7909,-77.8567
Staten Island,NY,18,8,40.5834,-74.1496
Statesboro,GA,6,16,32.4375,-81.7751
Statesville,NC,206,939,35.7842,-80.8713
Staunton,VA,15,21,38.1593,-79.0611
Ste. Genevieve,MO,1,0,37.9755,-90.0477
Stearns,KY,2,0,36.6957,-84.4768
Steele,AL,0,1,33.937,-86.2004
Steele,MO,1,0,36.0903,-89.8402
Steeleville,IL,2,0,38.0086,-89.6624
Steelton,PA,1,0,40.2258,-76.8253
Steger,IL,0,6,41.4723,-87.6176
Stephenville,TX,0,1,32.2147,-98.2205
Sterling,IL,2,4,41.7996,-89.6956
Sterling,KS,1,0,38.2094,-98.2064
Sterling,VA,53,71,39.0052,-77.405
Sterling Heights,MI,6,16,42.5809,-83.0305
Sterrett,AL,0,2,33.449,-86.4645
Steubenville,OH,2,0,40.3653,-80.6519
Stevenson,AL,6,2,34.8487,-85.8437
Stevensville,MD,0,2,38.9745,-76.3184
Stevensville,MI,2,0,42.0139,-86.5243
Stewart,MN,0,1,44.7236,-94.4869
Stillmore,GA,7,0,32.441,-82.2145
Stockbridge,GA,5,1,33.5254,-84.2295
Stockertown,PA,1,1,40.7547,-75.2627
Stokesdale,NC,15,15,36.2318,-79.9834
Stone Mountain,GA,28,11,33.8035,-84.1723
Stoneboro,PA,0,2,41.3336,-80.112
Stonecrest,GA,0,3,33.6842,-84.1372
Stoneville,NC,2,8,36.4653,-79.9064
Stony Creek,VA,0,1,36.948,-77.4001
Stony Point,NC,0,4,35.8669,-81.047
Stow,OH,14,26,41.1765,-81.4344
Strafford,MO,1,0,37.2689,-93.1183
Strasburg,OH,7,19,40.6004,-81.5293
Strasburg,VA,2,3,38.9961,-78.3549
Strattanville,PA,0,1,41.2025,-79.3269
Streetsboro,OH,32,10,41.2396,-81.3456
Strongsville,OH,12,33,41.3128,-81.8313
Stroudsburg,PA,4,1,40.9838,-75.1972
Strykersville,NY,0,1,42.7063,-78.444
Stuart,FL,0,1,27.1959,-80.2444
Stuart,VA,5,0,36.6404,-80.2687
Stuarts Draft,VA,1,29,38.0188,-79.0354
Sturgeon Bay,WI,0,1,44.8228,-87.366
Sturgis,MI,5,6,41.7991,-85.4184
Stuttgart,AR,8,2,34.4952,-91.5487
Sublette,IL,1,0,41.6438,-89.231
Succasunna,NJ,0,1,40.853,-74.6568
Sudlersville,MD,0,4,39.1833,-75.8535
Suffern,NY,1,12,41.1138,-74.1422
Suffolk,VA,284,127,36.6953,-76.6398
Sugar Grove,PA,1,0,41.9837,-79.3395
Sugar Hill,GA,1,0,34.108,-84.0558
